Pearl Jam,Versions,File Type,,
"6-24-2008 / New York, NY / Madison Square Garden",SBD,FLAC,Official Bootleg,
"6-25-2008 / New York, NY / Madison Square Garden",SBD,FLAC,Official Bootleg,
"6-27-2008 / Hartford, CT / Dodge Amphitheatre",SBD,FLAC,Official Bootleg,
"6-28-2008 / Mansfield, MA / Comcast Center",SBD,FLAC,Official Bootleg,
"6-30-2008 / Mansfield, MA / Comcast Center",SBD,FLAC,Official Bootleg,
"7-1-2008 / New York, NY / Beacon Theatre - Robin Hood Benefit (Schoeps CCM4s) (ta)",AUD,FLAC,,
"7-1-2008 / New York, NY / Beacon Theatre - Robin Hood Benefit (unk)",AUD,FLAC,,
"7-1-2008 / New York, NY / Beacon Theatre - Robin Hood Benefit  (blink eye projects)",AUD,DVD,,
"7-12-2008 / Los Angeles, CA / Pauley Pavilion - VH1 Rock Honors (MHD)",TV,TS,,
,,,,
[2009],,,,
"3-10-2009 / Austin, TX / Austin City Limits",PRO, TS,,
"6-1-2009 / Burbank, CA / Warner Bros. Studios - Conan O'Brien (2ch) (pjvedder)",TV,FLAC,,
"6-1-2009 / Burbank, CA / Warner Bros. Studios - Conan O'Brien (6ch) (unk)",TV,FLAC,,
"6-1-2009 / Burbank, CA / Warner Bros. Studios - Conan O'Brien (jwb mastering/transfer)",TV,FLAC,,
"8-8-2009 / Calgary, Alberta / Virgin Festival",SBD,FLAC,Official Bootleg,
"8-8-2009 / Calgary, Alberta / Virgin Festival (Multi-cam mix) (alvarojam)",AUD,DVD,,
"8-11-2009 / London, England / Shepherd's Bush Empire",SBD,FLAC,Official Bootleg,
"8-13-2009 / Rotterdam, NL / Sportspaleis Ahoy",SBD,FLAC,Official Bootleg,
"8-15-2009 / Berlin, Germany / Wuhlheide",SBD,FLAC,Official Bootleg,
"8-15-2009 / Berlin, Germany / Wuhlheide - AUD(M) (bettatest) (2 cam mix)",AUD,DVD,,
"8-17-2009 / Manchester, England / Manchester Evening News Arena",SBD,FLAC,Official Bootleg,
"8-17-2009 / Manchester, England / Manchester Evening News Arena",AUD,DVD,,
"8-18-2009 / London, England / 02 Arena",SBD,FLAC,Official Bootleg,
"8-18-2009 / London, England / 02 Arena - AUD(M) (release coalition)",AUD,DVD,,
"8-21-2009 / Toronto, Ontario / Molson Amphitheatre",SBD,FLAC,Official Bootleg,
"8-21-2009 / Toronto, Ontario / Molson Amphitheatre",AUD,DVD,,
"8-23-2009 / Chicago, IL / United Center",SBD,FLAC,Official Bootleg,
"8-24-2009 / Chicago, IL / United Center",SBD,FLAC,Official Bootleg,
"8-28-2009 / San Francisco, CA / Outside Lands Festival, Golden Gate Park",SBD,FLAC,Official Bootleg,
"9-21-2009 / Seattle, WA / Key Arena",SBD,FLAC,Official Bootleg,
"9-21-2009 / Seattle, WA / Key Arena - AUD(M) (animal projects)",AUD,DVD,,
"9-22-2009 / Seattle, WA / Key Arena",SBD,FLAC,Official Bootleg,
"9-22-2009 / Seattle, WA / Key Arena - AUD(M) (animal projects)",AUD,DVD,,
"9-25-2009 / Vancouver, British Columbia / GM Place",SBD,FLAC,Official Bootleg,
"9-25-2009 / Vancouver, British Columbia / GM Place (Canon TX-1)",AUD,DVD,,
"9-26-2009 / Ridgefield, WA / Clark County Amphitheatre",SBD,FLAC,Official Bootleg,
"9-26-2009 / Ridgefield, WA / Clark County Amphitheatre (YouTube sourced)",MIX,DVD,,
"9-28-2009 / Salt Lake City, UT / E Center",SBD,FLAC,Official Bootleg,
"9-30-2009 / Universal City, CA / Gibson Amphitheatre",SBD,FLAC,Official Bootleg,
"10-1-2009 / Universal City, CA / Gibson Amphitheatre",SBD,FLAC,Official Bootleg,
"10-3-2009 / Austin, TX / Austin City Limits (HD Broadcast)",TV,DVD,,
"10-4-2009 / Austin, TX / Austin City Limits (jahrastafari)",SBD,FLAC,Official Bootleg,
"10-6-2009 / Universal City, CA / Gibson Amphitheatre",SBD,FLAC,Official Bootleg,
"10-7-2009 / Universal City, CA / Gibson Amphitheatre",SBD,FLAC,Official Bootleg,
"10-7-2009 / Universal City, CA / Gibson Amphitheatre (animal projects)",AUD,DVD,,
"10-9-2009 / San Diego, CA / San Diego State University, Viejas Arena",SBD,FLAC,Official Bootleg,
"10-27-2009 / Philadelphia, PA / Wachovia Spectrum",SBD,FLAC,Official Bootleg,
"10-28-2009 / Philadelphia, PA / Wachovia Spectrum",SBD,FLAC,Official Bootleg,
"10-28-2009 / Philadelphia, PA / Wachovia Spectrum - AUD(M) (nycbc)",AUD,DVD,,
"10-30-2009 / Philadelphia, PA / Wachovia Spectrum",SBD,FLAC,Official Bootleg,
"10-30-2009 / Philadelphia, PA / Wachovia Spectrum - AUD(M) (mfc172)",AUD,DVD,,
"10-31-2009 / Philadelphia, PA / Wachovia Spectrum",SBD,FLAC,Official Bootleg,
"10-31-2009 / Philadelphia, PA / Wachovia Spectrum (3 cam mix) (darkgrin)",AUD,DVD,,
"11-14-2009 / Perth, Australia / Member Equity Stadium",SBD,FLAC,Official Bootleg,
"11-17-2009 / Adelaide, Australia / Adelaide Oval",SBD,FLAC,Official Bootleg,
"11-20-2009 / Melbourne, Australia / Etihad Stadium",SBD,FLAC,Official Bootleg,
"11-20-2009 / Melbourne, Australia / Etihad Stadium - AUD(M) (hebb productions) (blink eye) ",AUD,DVD,,
"11-22-2009 / Sydney, Australia / Sydney Football Stadium",SBD,FLAC,Official Bootleg,
"11-22-2009 / Sydney, Australia / Sydney Football Stadium - AUD(M)",AUD,DVD,,
"11-25-2009 / Brisbane, Australia / QSAC Stadium",SBD,FLAC,Official Bootleg,
"11-27-2009 / Auckland, NZ / Mt. Smart Stadium",SBD,FLAC,Official Bootleg,
"11-29-2009 / Christchurch, NZ / AMI Stadium",SBD,FLAC,Official Bootleg,
"11-29-2009 / Christchurch, NZ / AMI Stadium (PV-GS320) (teddydunksi)",AUD,DVD,,
,,,,
[2010],,,,
"3-13-2010 / Manhattan, NY / NBC New York Studios / SNL (2ch) (unk)",TV,FLAC,,
"3-13-2010 / Manhattan, NY / NBC New York Studios / SNL (6ch) (unk)",TV,FLAC,,
"3-13-2010 / Manhattan, NY / NBC New York Studios / SNL ",PRO,DVD,,
"5-1-2010 / New Orleans, LA / New Orleans Jazz and Heritage Festival",SBD,FLAC,Official Bootleg,North America Leg
"5-3-2010 / Kansas CIty, MO / Sprint Center",SBD,FLAC,Official Bootleg,North America Leg
"5-3-2010 / Kansas CIty, MO / Sprint Center (CA-11) (team kansasouri)",AUD,FLAC,,North America Leg
"5-4-2010 / St. Louis, MO / Scottrade Center",SBD,FLAC,Official Bootleg,North America Leg
"5-4-2010 / St. Louis, MO / Scottrade Center (alvarojam)",AUD,DVD,,North America Leg
"5-6-2010 / Columbus, OH / Nationwide Arena",SBD,FLAC,Official Bootleg,North America Leg
"5-6-2010 / Columbus, OH / Nationwide Arena - AUD(M) (videogremmie)",AUD,DVD,,North America Leg
"5-7-2010 / Noblesville, IN / Verizon Wireless Amphitheatre Indiana",SBD,FLAC,Official Bootleg,North America Leg
"5-7-2010 / Noblesville, IN / Verizon Wireless Amphitheatre Indiana - AUD(M) (animal projects)",AUD,DVD,,North America Leg
"5-9-2010 / Cleveland, OH / Quicken Loans Arena",SBD,FLAC,Official Bootleg,North America Leg
"5-10-2010 / Buffalo, NY / HSBC Arena",SBD,FLAC,Official Bootleg,North America Leg
"5-10-2010 / Buffalo, NY / HSBC Arena - AUD(M) (animal projects)",AUD,DVD,,North America Leg
"5-13-2010 / Bristow, VA / Jiffy Lube Live",SBD,FLAC,Official Bootleg,North America Leg
"5-15-2010 / Hartford, CT / XL Center",SBD,FLAC,Official Bootleg,North America Leg
"5-15-2010 / Hartford, CT / XL Center (Sony ECM-907) (opsopcopolis)",AUD,FLAC,,North America Leg
"5-15-2010 / Hartford, CT / XL Center - AUD(M) (mkdevo/mfc172)",AUD,DVD,,North America Leg
"5-17-2010 / Boston, MA / TD Garden",SBD,FLAC,Official Bootleg,North America Leg
"5-17-2010 / Boston, MA / TD Garden - AUD(M) (animal projects)",AUD,DVD,,North America Leg
"5-18-2010 / Newark, NJ / The Prudential Center",SBD,FLAC,Official Bootleg,North America Leg
"5-18-2010 / Newark, NJ / The Prudential Center - AUD(M) (nycbc)",AUD,DVD,,North America Leg
"5-20-2010 / New York, NY / Madison Square Garden",SBD,FLAC,Official Bootleg,North America Leg
"5-20-2010 / New York, NY / Madison Square Garden - MiniDV(M) (nycbc)",AUD,DVD,,North America Leg
"5-21-2010 / New York, NY / Madison Square Garden",SBD,FLAC,Official Bootleg,North America Leg
"5-21-2010 / New York, NY / Madison Square Garden - MiniDV(M) (nycbc)",AUD,DVD,,North America Leg
"6-22-2010 / Dublin, Ireland / The 02",SBD,FLAC,Official Bootleg,Europe Leg
"6-22-2010 / Dublin, Ireland / The 02",AUD,DVD,,Europe Leg
"6-23-2010 / Belfast, Northern Ireland / Odyssey Arena",SBD,FLAC,Official Bootleg,Europe Leg
"6-23-2010 / Belfast, Northern Ireland / Odyssey Arena (blinkeye projects)",AUD,DVD,,Europe Leg
"6-25-2010 / London, England / Hyde Park",SBD,FLAC,Official Bootleg,Europe Leg
"6-25-2010 / London, England / Hyde Park - Hard Rock Calling",PRO,DVD,,Europe Leg
"6-25-2010 / London, England / Hyde Park (Nugs.tv rip)",PRO,MKV,,Europe Leg
"6-27-2010 / Nijmegen, Holland / Goffertpark",SBD,FLAC,Official Bootleg,Europe Leg
"6-27-2010 / Nijmegen, Holland / Goffertpark (alvarojam)",AUD,DVD,,Europe Leg
"6-30-2010 / Berlin, Germany / Wuhlheide",SBD,FLAC,Official Bootleg,Europe Leg
"6-30-2010 / Berlin, Germany / Wuhlheide (Panasonic HDC-HS60)",AUD,DVD,,Europe Leg
"7-1-2010 / Gdynia, Poland / Heineken Open'er Festival,",SBD,FLAC,Official Bootleg,Europe Leg
"7-3-2010 / Arras, France / Town Square",SBD,FLAC,Official Bootleg,Europe Leg
"7-4-2010 / Werchter, Belgium / Werchter Festival",SBD,FLAC,Official Bootleg,Europe Leg
"7-6-2010 / Venice, Italy / Heineken Jammin' Festival",SBD,FLAC,Official Bootleg,Europe Leg
"7-6-2010 / Venice, Italy / Heineken Jammin' Festival (jurassitol)",AUD,DVD,,Europe Leg
"7-6-2010 / Venice, Italy / Heineken Jammin' Festival (Canon MV830)",AUD,DVD,,Europe Leg
"7-9-2010 / Bilbao, Spain / BBK Live Festival",SBD,FLAC,Official Bootleg,Europe Leg
"7-10-2010 / Oeiras, Portugal / Alges",SBD,FLAC,Official Bootleg,Europe Leg
"7-10-2010 / Oeiras, Portugal / Alges (Multi-cam mix) (alvarojam)",AUD,DVD,,Europe Leg
"10-23-2010 / Mountain View, CA / Bridge School Benefit (DPA 4061) ",AUD,FLAC 24,,
"10-23-2010 / Mountain View, CA / Bridge School Benefit (YouTube sourced) ",AUD,DVD,,
"10-23/24-2006 / Mountain View, CA / Bridge School Benefit (Schoeps MK4)",AUD,FLAC,,
"10-24-2010 / Mountain View, CA / Bridge School Benefit (All Sets) (Neumann KM140s)",AUD,FLAC,,
"10-24-2010 / Mountain View, CA / Bridge School Benefit (Multi-cam) (animal projects)",AUD,DVD,,
,,,,
[2011],,,,
"9-3-2011 / East Troy, WI / Alpine Valley Music Theatre (SP-CMC-2)",AUD,FLAC,,
"9-3-2011 / East Troy, WI / Alpine Valley Music Theatre (Schoeps MK41) (darktrain)",AUD,FLAC,,
"9-3-2011 / East Troy, WI / Alpine Valley Music Theatre (SP-TFB-2) (john bottorff)",AUD,FLAC,,
"9-3-2011 / East Troy, WI / Alpine Valley Music Theatre (animal projects)",AUD,DVD,,
"9-4-2011 / East Troy, WI / Alpine Valley Music Theatre (PJ20 Destination Weekend) - DAT(M) (Schoeps) (tapeworm48)",AUD,FLAC,,
"9-4-2011 / East Troy, WI / Alpine Valley Music Theatre (PJ20 Destination Weekend) (SP-BMC-12) ",AUD,FLAC,,
"9-4-2011 / East Troy, WI / Alpine Valley Music Theatre (PJ20 Destination Weekend) (SP-TFB-2) (john bottorff)",AUD,FLAC,,
"9-4-2011 / East Troy, WI / Alpine Valley Music Theatre (PJ20 Destination Weekend) ",AUD,DVD,,
"9-7-2011 / Montreal, Canada / Centre Bell (ECM-DS70P) (pbelle)",AUD,FLAC,,
"9-7-2011 / Montreal, Canada / Centre Bell",SBD,FLAC,Official Bootleg,Canada Leg
"9-7-2011 / Montreal, Canada / Centre Bell ",AUD,DVD,,Canada Leg
"9-8/9-2011 / Manhattan, NY / Rockefeller Center - Tonight Show with Jimmy Fallon (2ch) (pjvedder)",TV,FLAC,,
"9-8/9-2011 / Manhattan, NY / Rockefeller Center - Tonight Show with Jimmy Fallon (6ch) (pjvedder)",TV,TS,,
"9-11-2011 / Toronto, Canada / Air Canada Centre",SBD,FLAC,Official Bootleg,Canada Leg
"9-11-2011 / Toronto, Canada / Air Canada Centre - AUD(M) (animal projects)",AUD,DVD,,
"9-12-2011 / Toronto, Canada / Air Canada Centre",SBD,FLAC,Official Bootleg,Canada Leg
"9-12-2011 / Toronto, Canada / Air Canada Centre - AUD(M) (animal projects)",AUD,DVD,,Canada Leg
"9-14-2011 / Ottawa, Canada / Scotiabank Place",SBD,FLAC,Official Bootleg,Canada Leg
"9-15-2011 / Hamilton, Canada / Copps Coliseum",SBD,FLAC,Official Bootleg,Canada Leg
"9-15-2011 / Hamilton, Canada / Copps Coliseum - AUD(M) (chris scholl) (animal projects)",AUD,DVD,,Canada Leg
"9-17-2011 / Winnipeg, Canada / MTS Centre",SBD,FLAC,Official Bootleg,Canada Leg
"9-19-2011 / Saskatoon, Canada / Credit Union Centre",SBD,FLAC,Official Bootleg,Canada Leg
"9-21-2011 / Calgary, Canada / Scotiabank Saddledome",SBD,FLAC,Official Bootleg,Canada Leg
"9-23-2011 / Edmonton, Canada / Rexall Place",SBD,FLAC,Official Bootleg,Canada Leg
"9-25-2011 / Vancouver, Canada / Pacific Coliseum",SBD,FLAC,Official Bootleg,Canada Leg
"9-25-2011 / Vancouver, Canada / Pacific Coliseum",AUD,DVD,,Canada Leg
"10-1-2011 /  Manhattan, NY / Rockefeller Center - Tonight Show with Jimmy Fallon (2ch) (pjvedder)",TV,FLAC,,
"10-1-2011 /  Manhattan, NY / Rockefeller Center - Tonight Show with Jimmy Fallon (6ch) (pjvedder)",TV,FLAC,,
"11-3-2011 / Sao Paulo, Brazil / Estadio do Morumbi",SBD,FLAC,Official Bootleg,Latin America Leg
"11-4-2011 / Sao Paulo, Brazil / Estadio do Morumbi",SBD,FLAC,Official Bootleg,Latin America Leg
"11-4-2011 / Sao Paulo, Brazil / Estadio do Morumbi ",AMT #1,DVD,,Latin America Leg
"11-6-2011 / Rio de Janeiro, Brazil / Praca da Apoteose",SBD,FLAC,Official Bootleg,Latin America Leg
"11-6-2011 / Rio de Janeiro, Brazil / Praca da Apoteose (jguilherme) (animal projects)",AUD,DVD,,Latin America Leg
"11-9-2011 / Curitiba, Brazil / Estadio Vila Capanema",SBD,FLAC,Official Bootleg,Latin America Leg
"11-9-2011 / Curitiba, Brazil / Estadio Vila Capanema (YouTube sourced)",AUD,DVD,,Latin America Leg
"11-11-2011 / Porto Alegre, Argentina / Astadio Zequinha",SBD,FLAC,Official Bootleg,Latin America Leg
"11-11-2011 / Porto Alegre, Argentina / Astadio Zequinha ",AUD,DVD,,Latin America Leg
"11-13-2011 / Buenos Aires, Argentina / Estadio Ciudad",SBD,FLAC,Official Bootleg,Latin America Leg
"11-13-2011 / Buenos Aires, Argentina / Estadio Ciudad - AUD(M)",AUD,DVD,,Latin America Leg
"11-16-2011 / Santiago, Chile / Estadio Monumental",SBD,FLAC,Official Bootleg,Latin America Leg
"11-16-2011 / Santiago, Chile / Estadio Monumental (Sony IC) (theli)",AUD,FLAC,,
"11-16-2011 / Santiago, Chile / Estadio Monumental (rodeddie)",AUD,DVD,,Latin America Leg
"11-18-2011 / Lima, Peru / Estadio San Marcos",SBD,FLAC,Official Bootleg,Latin America Leg
"11-18-2011 / Lima, Peru / Estadio San Marcos - AUD(M) (animal projects)",AUD,DVD,,Latin America Leg
"11-20-2011 / San Jose, Costa Rica / Estadio Nacional de Costa Rica",SBD,FLAC,Official Bootleg,Latin America Leg
"11-20-2011 / San Jose, Costa Rica / Estadio Nacional de Costa Rica ",PRO,DVD,,Latin America Leg
"11-24-2011 / Mexico City, Mexico / Foro Sol (unk) (boywithblues)",AUD,FLAC,,
"11-24-2011 / Mexico City, Mexico / Foro Sol",AUD,DVD,,
"11-24-2011 / Mexico City, Mexico / Foro Sol - AUD(M)",AUD,DVD,,
,,,,
[2012],,,,
"6-20-2012 / Manchester, England / Manchester Arena",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-20-2012 / Manchester, England / Manchester Arena",AUD,DVD,,Europe Leg
"6-21-2012 / Manchester, England / Manchester Arena",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-21-2012 / Manchester, England / Manchester Arena",AUD,DVD,,Europe Leg
"6-23-2012 / Isle of Wight, England / Isle of Wight Festival",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-23-2012 / Isle of Wight, England / Isle of Wight Festival",PRO,TS,,Europe Leg
"6-26-2012 / Amsterdam, NL / Ziggo Dome",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-26-2012 / Amsterdam, NL / Ziggo Dome (blinkeye projects)",AUD,DVD,,Europe Leg
"6-26-2012 / Amsterdam, NL / Ziggo Dome",AUD,DVD,,Europe Leg
"6-27-2012 / Amsterdam, NL / Ziggo Dome",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-27-2012 / Amsterdam, NL / Ziggo Dome",AUD,DVD,,Europe Leg
"6-29-2012 / Werchter, Belgium / Rock Werchter",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-30-2012 / Arras, France / Main Square Festival",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-30-2012 / Arras, France / Main Square Festival",AUD,DVD,,Europe Leg
"7-2-2012 / Prague, Czech Republic / 02 Arena",SBD,FLAC HD,Official Bootleg,Europe Leg
"7-4-2012 / Berlin, Germany / 02 World Berlin",SBD,FLAC HD,Official Bootleg,Europe Leg
"7-4-2012 / Berlin, Germany / 02 World Berlin",AUD,DVD,,Europe Leg
"7-5-2012 / Berlin, Germany / 02 World Berlin",SBD,FLAC HD,Official Bootleg,Europe Leg
"7-5-2012 / Berlin, Germany / 02 World Berlin (blink eye projects)",AUD,DVD,,Europe Leg
"7-5-2012 / Berlin, Germany / 02 World Berlin (alvarojam)",AUD,DVD,,Europe Leg
"7-7-2012 / Stockholm, Sweden / Ericsson Globe",SBD,FLAC HD,Official Bootleg,Europe Leg
"7-7-2012 / Stockholm, Sweden / Ericsson Globe (blink eye projects)",AUD,DVD,,Europe Leg
"7-9-2012 / Oslo, Norway / Spektrum",SBD,FLAC HD,Official Bootleg,Europe Leg
"7-9-2012 / Oslo, Norway / Spektrum ",AUD,DVD,,Europe Leg
"7-10-2012 / Copenhagen, Denmark / Forum",SBD,FLAC HD,Official Bootleg,Europe Leg
"7-10-2012 / Copenhagen, Denmark / Forum (blink eye projects)",AUD,DVD,,Europe Leg
"9-21-2012 / Pensacola, FL / Deluna Festival",SBD,FLAC HD,Official Bootleg,North America Leg
"9-21-2012 / Pensacola, FL / Deluna Festival (multi-cam mix) (alvarojam)",AUD,DVD,,North America Leg
"9-22-2012 / Atlanta, GA / Music Midtown",SBD,FLAC HD,Official Bootleg,North America Leg
"9-22-2012 / Atlanta, GA / Music Midtown (DPA 4060) (datfly)",AUD,FLAC,,
"9-30-2012 / Missoula, MT / Adams Center",SBD,FLAC HD,Official Bootleg,North America Leg
"9-30-2012 / Missoula, MT / Adams Center",AUD,DVD,,North America Leg
"10-3-2012 / San Francisco, CA / Treasure Island (Oracle Appreciation Night) (MK4)",AUD,FLAC,,
,,,,
[2013],,,,
"3-31-2013 / Sao Paulo, Brazil / Lollapalooza Brazil",SBD,FLAC HD,Official Bootleg,Latin America Leg
"3-31-2013 / Sao Paulo, Brazil / Lollapalooza Brazil",PRO,TS,,Latin America Leg
"3-31-2013 / Sao Paulo, Brazil / Lollapalooza Brazil (Better Than Nothing Videos)",PRO,BLURAY,,Latin America Leg
"4-3-2013 / Buenos Aires, Argentina / El Festival Mas Grande",SBD,FLAC HD,Official Bootleg,Latin America Leg
"4-3-2013 / Buenos Aires, Argentina / El Festival Mas Grande (alvarojam)",PRO,DVD,,Latin America Leg
"4-6-2013 / Santiago, Chile / Lollapalooza Chile",SBD,FLAC HD,Official Bootleg,Latin America Leg
"4-6-2013 / Santiago, Chile / Lollapalooza Chile",PRO,DVD,,Latin America Leg
"4-6-2013 / Santiago, Chile / Lollapalooza Chile (drop the leash)",PRO,MP4,,Latin America Leg
"7-16-2013 / London, Ontario / Budweiser Gardens (SP-CMC-2)",AUD,FLAC,,
7-18-2013 / Soundcheck 8-9pm (unk),AUD,FLAC,,
"7-19-2013 / Chicago, IL / Wrigley Field (CA-11)",AUD,FLAC,,
"7-19-2013 / Chicago, IL / Wrigley Field (Schoeps CCM4s) (not me)",AUD,FLAC,,
"7-19-2013 / Chicago, IL / Wrigley Field (Schoeps M41s) (darktrain)",AUD,FLAC,,
"7-19-2013 / Chicago, IL / Wrigley Field (Sony HDR-CX760V) (teddydunski)",AUD,DVD,,
"10-11-2013 / Pittsburgh, PA / Consol Energy Center",SBD,FLAC HD,Official Bootleg,North America Leg
"10-11-2013 / Pittsburgh, PA / Consol Energy Center - AUD(M) (animal projects)",AUD,DVD,,North America Leg
"10-12-2013 / Buffalo, NY / First Niagara Center",SBD,FLAC HD,Official Bootleg,North America Leg
"10-15-2013 / Worcester, MA / DCU Center",SBD,FLAC HD,Official Bootleg,North America Leg
"10-16-2013 / Worcester, MA / DCU Center",SBD,FLAC HD,Official Bootleg,North America Leg
"10-18-2013 / Brooklyn, NY / Barclays Center",SBD,FLAC HD,Official Bootleg,North America Leg
"10-19-2013 / Brooklyn, NY / Barclays Center",SBD,FLAC HD,Official Bootleg,North America Leg
"10-21-2013 / Philadelphia, PA / Wells Fargo Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"10-22-2013 / Philadelphia, PA / Wells Fargo Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"10-22-2013 / Philadelphia, PA / Wells Fargo Arena (tapehead2)",AUD,DVD,,North America Leg
"10-22-2013 / Philadelphia, PA / Wells Fargo Arena (Better Than Nothing Videos)",MIX,BLURAY,,North America Leg
"10-25-2013 / Hartford, CT / XL Center",SBD,FLAC HD,Official Bootleg,North America Leg
"10-25-2013 / Hartford, CT / XL Center (Better Than Nothing Videos)",MIX,BLURAY,,North America Leg
"10-(25-26)-2013 / New York, NY / The Tonight Show with Jimmy Fallon - Studio 6B (2ch) (pjvedder)",TV,FLAC,,North America Leg
"10-(25-26)-2013 / New York, NY / The Tonight Show with Jimmy Fallon - Studio 6B (6ch) (pjvedder)",TV,FLAC,,North America Leg
"10-27-2013 / Baltimore, MD / 1st Mariner Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"10-29-2013 / Charlottesville, VA / John Paul Jones Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"10-29-2013 / Charlottesville, VA / John Paul Jones Arena",MIX,BLURAY,,North America Leg
"10-30-2013 / Charlotte, NC / Time Warner Cable Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"11-1-2013 / New Orleans, LA / Voodoo Festival",SBD,FLAC HD,Official Bootleg,North America Leg
"11-1-2013 / New Orleans, LA / Voodoo Festival",PRO,DVD,,North America Leg
"11-15-2013 / Dallas, TX / American Airlines Center",SBD,FLAC HD,Official Bootleg,North America Leg
"11-16-2013 / Oklahoma City, OK / Chesapeake Energy Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"11-19-2013 / Phoenix, AZ / Jobing.com Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"11-21-2013 / San Diego, CA / Viejas Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"11-23-2013 / Los Angeles, CA / LA Sports Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"11-24-2013 / Los Angeles, CA / LA Sports Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"11-26-2013 / Oakland, CA / Oracle Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"11-26-2013 / Oakland, CA / Oracle Arena (JVC Everio)",AUD,DVD,,North America Leg
"11-29-2013 / Portland, OR / Rose Garden",SBD,FLAC HD,Official Bootleg,North America Leg
"11-30-2013 / Spokane, WA / Spokane Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"12-2-2013 / Calgary, Alberta / Scotiabank Saddledome",SBD,FLAC HD,Official Bootleg,North America Leg
"12-4-2013 / Vancouver, BC / Rogers Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"12-6-2013 / Seattle, WA / Key Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"12-6-2013 / Seattle, WA / Key Arena",MIX,BLURAY,,North America Leg
,,,,
[2014],,,,
"1-17-2014 / Auckland, NZ / Western Springs Stadium / Big Day Out",SBD,FLAC HD,Official Bootleg,Australia/New Zealand Leg
"1-19-2014 / Gold Coast, Australia / Metricon Stadium / Big Day Out",SBD,FLAC HD,Official Bootleg,Australia/New Zealand Leg
"1-24-2014 / Melbourne, Australia / Flemington Racecourse / Big Day Out",SBD,FLAC HD,Official Bootleg,Australia/New Zealand Leg
"1-26-2014 / Sydney, Australia / Sydney Fairgrounds / Big Day Out",SBD,FLAC HD,Official Bootleg,Australia/New Zealand Leg
"1-31-2014 / Adelaide, Australia / Bonython Park / Big Day Out",SBD,FLAC HD,Official Bootleg,Australia/New Zealand Leg
"2-2-2014 / Perth, Australia / Arena Joondalub / Big Day Out",SBD,FLAC HD,Official Bootleg,Australia/New Zealand Leg
"6-16-2014 / Amsterdam, NL / Ziggo Dome",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-17-2014 / Amsterdam, NL / Ziggo Dome",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-20-2014 / Milan, Italy / San Siro Stadium",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-22-2014 / Trieste, Italy / Nereo Rocco Stadium",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-22-2014 / Trieste, Italy / Nereo Rocco Stadium",AUD,DVD,,Europe Leg
"6-25-2014 / Vienna, Austria / Stadthalle",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-26-2014 / Berlin, Germany / Wuhlheide",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-28-2014 / Stockholm, Sweden / Friends Arena",SBD,FLAC HD,Official Bootleg,Europe Leg
"6-29-2014 / Oslo, Norway / Telenor Arena",SBD,FLAC HD,Official Bootleg,Europe Leg
"7-3-2014 / Gdynia, Poland / Open'er Festival",SBD,FLAC HD,Official Bootleg,Europe Leg
"7-5-2014 / Werchter, Belgium / Rock Werchter",SBD,FLAC HD,Official Bootleg,Europe Leg
"7-8-2014 / Leeds, UK / First Direct Arena",SBD,FLAC HD,Official Bootleg,Europe Leg
"7-11-2014 / Milton Keynes, UK / Milton Keynes Bowl",SBD,FLAC HD,Official Bootleg,Europe Leg
"10-1-2014 / Cincinnati, OH / U.S. Bank Arena",SBD,FLAC HD,Official Bootleg,North America Leg
"10-3-2014 / St. Louis, MO / Scottrade Center",SBD,FLAC HD,Official Bootleg,North America Leg
"10-3-2014 / St. Louis, MO / Scottrade Center (Better Than Nothing Videos)",MIX,BLURAY,,North America Leg
"10-5-2014 / Austin, TX / Austin City Limits Music Festival",SBD,FLAC HD,Official Bootleg,North America Leg
"10-8-2014 / Tulsa, OK / BOK Center",SBD,FLAC HD,Official Bootleg,North America Leg
